"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SHAJ2SQK","journalArticle","2014","Sprenger, Ralf; Mönch, Lars","A decision support system for cooperative transportation planning: Design, implementation, and performance assessment","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2014.02.032","https://www.sciencedirect.com/science/article/pii/S0957417414001080","In this paper, we describe a decision support system for cooperative transportation planning in the German food industry where several manufacturing companies share their fleets to reduce transportation costs. Besides using vehicles of their fleets, there are different outsourcing options offered by logistics service providers, but these are much more expensive. The decision-making kernel of the decision support system is implemented as a multi-agent-system (MAS). The kernel provides a distributed hierarchical algorithm for cooperative transportation planning and an on-line data layer that contains all the information for decision making. We sketch the distributed hierarchical transportation planning algorithm and identity the required software agents. The MAS interacts via web services with a commercial tour planning system that persistently stores the resulting tour plans, orders, and customer data. Moreover, the tour planning system is used to offer graphical user interfaces to interact with the users. The data layer is updated by order and customer data from the ERP systems of the different manufacturing companies. We describe the architecture and the implementation of the MAS and the overall coupling framework. Furthermore, we discuss the simulation-based performance assessment of the resulting decision support system when the system is applied in a rolling horizon setting and present some computational results. The results demonstrate that the MAS approach is appropriate for the cooperative transportation planning domain.","2014-09-01","2022-10-05 02:48:57","2022-10-05 02:48:57","2022-10-05 02:48:57","5125-5138","","11","41","","Expert Systems with Applications","A decision support system for cooperative transportation planning","","","","","","","en","","","","","ScienceDirect","","","","","","","Cooperative transportation planning; Integration; Multi-agent-systems; Simulation-based performance assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MTYMI6N","thesis","1993","Spurlock, J. D.","Essays in reform on the eve of Revolution: the Academy of Chalons-sur-Marne, 1776-1789","","","","","https://discovery.ucl.ac.uk/id/eprint/10048148/","This thesis recounts the history of the Academy of Chalons-sur-Marne and its use of its privilege as a royal academy to hold essay contests to promote public discussion of France's social and economic structures and the Crown's recent attempts to reform them. A study of the public and private activities of the Academy, it grants insight into the revolutionary education of both the academicians and their public. It seeks to understand the process whereby those without legitimate political voice considered themselves summoned by this academy to express their views and then analyzes the texts which were for many a first written formulation of political opinion. It surveys the Academy's success in attracting public interest in its competitions and shows how this proved prejudicial to its survival and that of the reforms its essay contests had been designed to support. The Chalons contests provoked essays from across the social and geographic spectrum. They constitute a significant sample of literate opinion on the eve of the Revolution and provide, along with the Academy's correspondence with Crown ministers, 14,000 pages of primary source material for this study. Chapter one sets the context with an overview of French academies and the Crown's intentions in founding them. Chapter two surveys the Chalons Academy's history and its relationship to the movement for reform. Chapter three profiles its essay competitors; chapters four and five analyze its competition essays on the begging and labouring poor. Chapter six summarizes the reception given its contests by the public and government and considers their response to the questions announced after the first contest. Chapter seven recounts the government's censorship of the Academy's activities and the response it evoked. The thesis concludes with an assessment of the influence of the Chalons Academy and its competitions on the events of the Revolution.","1993-10","2022-10-05 02:49:15","2022-10-05 02:49:15","2022-10-05 02:49:15","","392","","","","","Essays in reform on the eve of Revolution","","","","","UCL (University College London)","","eng","open","Doctoral","","","discovery.ucl.ac.uk","","Publication Title: Doctoral thesis, UCL (University College London).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRQH3TM5","journalArticle","2010","Srholec, Martin","A Multilevel Approach to Geography of Innovation","Regional Studies","","0034-3404","10.1080/00343400903365094","https://doi.org/10.1080/00343400903365094","Srholec M. A multilevel approach to geography of innovation, Regional Studies. The aim of this paper is to demonstrate how research on geography of innovation can benefit from multilevel modelling. Using micro-data from the third Community Innovation Survey in the Czech Republic, the hypothesis that regional framework conditions determine the innovative performance of firms and that this effect differs for different kinds of firms is quantitatively assessed. The results indicate that the quality of the regional innovation system directly influences the likelihood of a firm to innovate and that this effect decreases with the size of the firm. Also, broader social characteristics of the region are relevant explanatory factors of innovation. Srholec M. Une approche à la géographie de l'innovation à plusieurs niveaux, Regional Studies. Cet article cherche à montrer comment la recherche sur la géographie de l'innovation peut profiter de la modélisation à plusieurs niveaux. Employant des données microéconomiques provenant de la troisième Enquête sur l'innovation communautaire menée dans la République tchèque, on évalue quantitativement l'hypothèse suivante: les conditions préalables du cadre régional déterminent la performance des entreprises pour ce qui est de l'innovation et cet effet varie suivant le statut de l'entreprise. Les résultats laissent voir que la qualité du système d'innovation régional influe directement sur la possibilité que les entreprises aillent innover et que cet effet diminue suivant la taille de l'entreprise. En plus, des caractéristiques sociales régionales plus générales s'avèrent des facteurs explicatifs de l'innovation. Innovation Géographie Système d'innovation régional Modélisation à plusieurs niveaux République tchèque Srholec M. Ein mehrschichtiger Ansatz für die Geografie der Innovation, Regional Studies. Mit diesem Beitrag soll nachgewiesen werden, wie die Forschung über die Geografie der Innovation von mehrschichtigen Modellen profitieren kann. Anhand von Mikrodaten aus der dritten Innovationserhebung der Gemeinschaft in der Tschechischen Republik nehmen wir eine quantitative Bewertung der Hypothese vor, dass die innovative Leistung von Firmen von den regionalen Rahmenbedingungen abhängt und dass diese Auswirkung für verschiedene Arten von Firmen unterschiedlich ausfällt. Aus den Ergebnissen geht hervor, dass die Qualität des regionalen Innovationssystems einen direkten Einfluss auf die Wahrscheinlichkeit ausübt, dass die Firmen Innovationen hervorbringen, und sich dass diese Wirkung mit der Größe der Firma abschwächt. Ebenso erwiesen sich generellere gesellschaftliche Merkmale der Region als relevante Faktoren zur Erklärung von Innovation. Innovation Geografie Regionales Innovationssystem Mehrschichtige Modelle Tschechische Republik Srholec M. Un enfoque de varios niveles para la geografía de la innovación, Regional Studies. La finalidad de este artículo es demostrar cómo pueden beneficiarse los estudios sobre la geografía de la innovación con el modelo de varios niveles. Usando micro datos del tercer Estudio de Innovación Comunitario en la República Checa, evaluamos cuantitativamente la hipótesis de que las condiciones de estructura regional determinan el rendimiento de innovación de las empresas y que este efecto es distinto para diferentes tipos de empresas. Los resultados indican que la calidad del sistema de innovación regional influye directamente en la probabilidad de innovar de las empresas y que este efecto disminuye con el tamaño de la empresa. Asimismo se demuestra que las características sociales más generales de la región son factores explicativos relevantes de la innovación. Innovación Geografía Sistema de innovación regional Modelos de varios niveles República Checa","2010-11-01","2022-10-05 02:49:26","2022-10-05 02:49:26","2022-10-05 02:49:26","1207-1220","","9","44","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/00343400903365094","","","","","Geography; Innovation; Czech Republic; D21; Multilevel modelling; O30; R15; Regional innovation system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9ILZ5CH","thesis","","Stafford, Rodney K.","The decision-making ethos of large, growing congregations located in metropolitan areas of more than one million","","","","","https://www.proquest.com/docview/868181511/abstract/5DAAAF3B57B140B2PQ/1","This project focuses on the decision-making ethos of large, growing congregations located in metropolitan areas of over one million people. For the purpose of this project, the term ethos describes the atmosphere or culture in which decisions are made within an organization. The current conversation concerning decision-making ethos in the church tends to juxtapose hierarchical and collaborative structures and prioritize one over the other. This project hopes to suggest that there exists a third way of organizational decision making that is best described by the term collaborative hierarchy. Collaborative hierarchy provides clarity concerning the ultimate ownership of a decision based on positional authority within the hierarchy but encourages the decision-maker to invite others into the conversation, regardless of position in the hierarchy, for the purpose of making the best decision possible. Surveys were given to the staff of six congregations that have experienced an average annual growth rate in weekend worship services of at least 10 percent year over a period of ten years. The surveys measured the degree to which the decision-making ethos of each staff member's particular congregation is hierarchical and the degree to which it is collaborative. In addition, the senior pastor of each of the six churches surveyed, with the exception of the author, completed an interviewer-administered questionnaire. The findings of the surveys revealed that all the congregations surveyed for this project possessed a decision-making ethos that reflected collaborative hierarchy. The results did not seem to be significantly impacted by the gender or age of the respondents. Additionally, a brief review of key biblical passages pertaining both to Old Testament Israel and the New Testament church offer examples of a decision-making ethos that are consistent with collaborative hierarchy. This project concludes that a decision-making ethos that reflects collaborative hierarchy offers a worthy alternative to rigid hierarchical structures or purely collaborative systems. The results of the surveys and interviews utilized in the project reinforce this conclusion. The project recommends that congregations examine their own decision-making ethos in an effort to determine if the way they make decisions negatively impacts missional success.","","2022-10-05 02:49:37","2022-10-05 02:49:37","2022-10-05 02:49:37","","161","","","","","","","","","","Anderson University","United States -- Indiana","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","D.Min.","","","ProQuest","","ISBN: 9781124624785","","","","","Leadership; Social sciences; Decision-making; Management; Philosophy; religion and theology; Church growth; Church polity; Organization theory; Urban churches","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLMB4TCT","journalArticle","","Stamm, Laura","Minding the Gaps: The Semiotic as Gender Subversion in Mulholland Dr.","Burning Daylight","","","","","","","2022-10-05 02:50:21","2022-10-05 02:50:21","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HV5TCRG","bookSection","2012","M. Stang, Charles","“No Longer I”: The Apophatic Anthropology of Dionysius the Areopagite","Apophasis and Pseudonymity in Dionysius the Areopagite: ""No Longer I""","978-0-19-964042-3","","","https://doi.org/10.1093/acprof:oso/9780199640423.003.0006","Chapter Five charts the “apophatic anthropology” of the CD. Paul is Dionysius' preeminent witness to this “apophasis of the self.” For Dionysius, Paul loves God with such a fervent erōs that he comes to stand outside himself, in ecstasy, and thereby opens himself to the indwelling of Christ, and so appears to his sober peers as a lovesick madman. Dionysius draws on the Platonic and Philonic taxonomies of madness and ecstasy, but complements and corrects this philosophical inheritance by appeal to Paul. The chapter concludes by returning to the definition of hierarchy with which Chapter Three begins and arguing that the second element of that definition—hierarchy as a “state of understanding” (epistēmē)—must be understood as a play on words, that through hierarchy we can enjoy an ecstatic epistēmē, that is, an under‐standing predicated precisely on standing‐outside ourselves.","2012-02-09","2022-10-05 02:51:10","2022-10-05 02:51:10","2022-10-05 02:51:09","0","","","","","","“No Longer I”","","","","","Oxford University Press","","","","","","","Silverchair","","DOI: 10.1093/acprof:oso/9780199640423.003.0006","","","","","","Stang, Charles M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKC26YZA","book","2012","Stang, Charles M.","Apophasis and Pseudonymity in Dionysius the Areopagite: ""No Longer I""","","978-0-19-163435-2","","","","This is an open access title available under the terms of a CC BY-NC-ND 3.0 International licence. It is free to read at Oxford Scholarship Online and offered as a free PDF download from OUP and selected open access locations. This book examines the writings of an early sixth-century Christian mystical theologian who wrote under the name of a convert of the apostle Paul, Dionysius the Areopagite. This 'Pseudo'-Dionysius is famous for articulating a mystical theology in two parts: a sacramental and liturgical mysticism embedded in the context of celestial and ecclesiastical hierarchies, and an austere, contemplative regimen in which one progressively negates the divine names in hopes of soliciting union with the 'unknown God' or 'God beyond being.' Charles M. Stang argues that the pseudonym and the influence of Paul together constitute the best interpretive lens for understanding the Corpus Dionysiacum [CD]. Stang demonstrates how Paul animates the entire corpus, and shows that the influence of Paul illuminates such central themes of the CD as hierarchy, theurgy, deification, Christology, affirmation (kataphasis) and negation (apophasis), dissimilar similarities, and unknowing. Most importantly, Paul serves as a fulcrum for the expression of a new theological anthropology, an 'apophatic anthropology.' Dionysius figures Paul as the premier apostolic witness to this apophatic anthropology, as the ecstatic lover of the divine who confesses to the rupture of his self and the indwelling of the divine in Gal 2:20: 'it is no longer I who live, but Christ who lives in me.' Building on this notion of apophatic anthropology, the book forwards an explanation for why this sixth-century author chose to write under an apostolic pseudonym. Stang argues that the very practice of pseudonymous writing itself serves as an ecstatic devotional exercise whereby the writer becomes split in two and thereby open to the indwelling of the divine. Pseudonymity is on this interpretation integral and internal to the aims of the wider mystical enterprise. Thus this book aims to question the distinction between 'theory' and 'practice' by demonstrating that negative theology-often figured as a speculative and rarefied theory regarding the transcendence of God-is in fact best understood as a kind of asceticism, a devotional practice aiming for the total transformation of the Christian subject.","2012-02-09","2022-10-05 02:52:48","2022-10-05 02:52:48","","","245","","","","","Apophasis and Pseudonymity in Dionysius the Areopagite","","","","","Oxford University Press","","en","","","","","Google Books","","Google-Books-ID: jx10DwAAQBAJ","","","https://www.google.com/books?id=jx10DwAAQBAJ","","Religion / Christianity / History; Religion / Biblical Studies / Exegesis & Hermeneutics; Religion / Christian Church / History; Religion / Christian Theology / General; Religion / Mysticism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENK26627","journalArticle","2019","Steele, Wendy; Wiesel, Ilan; Maller, Cecily","More-than-human cities: Where the wild things are","Geoforum","","0016-7185","10.1016/j.geoforum.2019.04.007","https://www.sciencedirect.com/science/article/pii/S0016718519301174","In this paper we engage the twin concepts of ‘the stray’ and ‘the friend’ for developing empathetic imaginings towards ethical practices in the city. We build on Gruen’s (2015) notion of ‘entangled empathy’ as a critical pathway for realising more-than-human cities. Critical theory, frameworks and methods work to challenge anthropocentrism, shifting the boundaries used to define the Anthropos, and decentring homo urbanis as the defining reference point for ethical action. Drawing on assemblage-methods around diagramming and sketching we outline a more-than-human urban politics. In the urban archipelagos of the Anthropocene, ‘where the wild things are’ is a shared habitat called the city. As conceptual signifiers, we argue both stray and friend offer examples of new relational possibilities of a more-than human politics for cities that currently exist, and for those yet to come.","2019-11-01","2022-10-05 02:53:00","2022-10-05 02:53:00","2022-10-05 02:53:00","411-415","","","106","","Geoforum","More-than-human cities","","","","","","","en","","","","","ScienceDirect","","","","","","","Cities; Anthropocene; Assemblage methods; More-than-human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILYFGHPA","journalArticle","2012","Steenkamp, Jan-Benedict E. M.; Geyskens, Inge","Transaction cost economics and the roles of national culture: a test of hypotheses based on Inglehart and Hofstede","Journal of the Academy of Marketing Science","","1552-7824","10.1007/s11747-011-0266-1","https://doi.org/10.1007/s11747-011-0266-1","Transaction cost economics (TCE) is probably the most widely accepted theory on how firms can gain competitive advantage through efficient organization of their economic transactions. However, by focusing on the competitive environment in which companies operate, it abstracts from the cultural context in which governance decisions are made. We study the cultural boundedness of TCE using two seminal cultural theories: the political science/sociology framework of Inglehart and the management science framework of Hofstede. We use these theories to develop (main-effect) hypotheses about the cultural contexts in which TCE has higher predictive power as well as (interaction) hypotheses regarding particular cultural contexts that may inherently be more inclined than others to adopt certain non-market governance modes if the market “fails.” Hypotheses are tested using a meta-analysis on data collected from 128 studies from 12 countries on 3 continents, representing governance decisions of 60,926 companies. We find that TCE is a universal theory across all cultural contexts. This being said, we find that in societies low on power distance and in societies characterized by a strong emphasis on secular-rational and self-expression values, companies are more strongly guided in their governance decisions by economic, transaction-cost considerations than companies in societies high on power distance and in countries that are characterized by traditional and survival values. Further, TCE’s power to predict the specific type of non-market governance employed by the firm is systematically moderated by the national culture in which the firm operates. The power of TCE for predicting hierarchical governance is higher in countries that rate high on secular-rational values and on uncertainty avoidance and low on long-term orientation, whereas TCE is more diagnostic for predicting relational governance in countries high on self-expression values and low on power distance and on uncertainty avoidance. In sum, our meta-analysis provides support for our thesis that to fully understand governance choices made by firms, we need to integrate TCE and cultural theory. While managers around the world are guided by economic considerations, the cultural context in which they operate exerts a substantial—and predictable—contingent effect on their governance choices.","2012-03-01","2022-10-05 02:53:10","2022-10-05 02:53:10","2022-10-05 02:53:10","252-270","","2","40","","J. of the Acad. Mark. Sci.","Transaction cost economics and the roles of national culture","","","","","","","en","","","","","Springer Link","","","","","","","Culture; Meta-analysis; Competition; Transaction cost analysis; Governance decisions; Hofstede’s theory; Inglehart’s theory; International marketing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMLFA44F","thesis","2010","Stefansson, Jon Karl","The effects of perceived dominance in persuasion","","","","","https://munin.uit.no/handle/10037/3698","An experimental investigation of the relationship between communicator dominance and  persuasion is reported. In the study, persuasion was examined as a function of experimental  treatments that differed only in the perceived dominance of stimulus embedded within a text.  Perceived dominance of the stimulus is operationally defined as the degree to which the  stimulus makes the recipient feel submissive (high) or powerful (low). The experimental  stimuli and the quantitative measurements of dominance are derived from affect control  theory and a research tool that has been developed from that theory, the International  Affective Picture System. The hypotheses were generally supported by the results of the data  analysis. Relationships were found between perceived dominance and a) increased opinion  agreement and b) increased trustworthiness of communicators. Possible implications for  communication studies, as well as on research on affect control theory are discussed, as are  limitations of the current research.","2010-05","2022-10-05 02:53:25","2022-10-05 02:53:25","2022-10-05 02:53:25","","","","","","","","","","","","Universitetet i Tromsø","","eng","openAccess","Master thesis","","","munin.uit.no","","Accepted: 2011-11-29T13:23:27Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E3WDFVR","journalArticle","2014","Stegenga, Jacob","Down with the Hierarchies","Topoi","","1572-8749","10.1007/s11245-013-9189-4","https://doi.org/10.1007/s11245-013-9189-4","Evidence hierarchies are widely used to assess evidence in systematic reviews of medical studies. I give several arguments against the use of evidence hierarchies. The problems with evidence hierarchies are numerous, and include methodological shortcomings, philosophical problems, and formal constraints. I argue that medical science should not employ evidence hierarchies, including even the latest and most-sophisticated of such hierarchies.","2014-10-01","2022-10-05 03:14:57","2022-10-05 03:14:57","2022-10-05 03:14:57","313-322","","2","33","","Topoi","","","","","","","","en","","","","","Springer Link","","","","","","","Meta-analysis; Amalgamating evidence; Causality; Evidence; Evidence hierarchies; Mechanisms; Medicine; Quality assessment tools; Randomized trials; RCTs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56L22DI2","journalArticle","2017","Stegmueller, Daniel","Apples and Oranges? The Problem of Equivalence in Comparative Research","Political Analysis","","1047-1987, 1476-4989","10.1093/pan/mpr028","https://www.cambridge.org/core/journals/political-analysis/article/apples-and-oranges-the-problem-of-equivalence-in-comparative-research/8CD1F2F8E41FEABB231F4AE303EF8A51","Researchers in comparative research are increasingly relying on individual level data to test theories involving unobservable constructs like attitudes and preferences. Estimation is carried out using large-scale cross-national survey data providing responses from individuals living in widely varying contexts. This strategy rests on the assumption of equivalence, that is, no systematic distortion in response behavior of individuals from different countries exists. However, this assumption is frequently violated with rather grave consequences for comparability and interpretation. I present a multilevel mixture ordinal item response model with item bias effects that is able to establish equivalence. It corrects for systematic measurement error induced by unobserved country heterogeneity, and it allows for the simultaneous estimation of structural parameters of interest.","2017-01-04","2022-10-05 03:15:04","2022-10-05 03:15:04","2022-10-05 03:15:04","471-487","","4","19","","","Apples and Oranges?","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJSTGF4Q","journalArticle","2021","Steil, Carlos Alberto; Toniol, Rodrigo; Church, Strong; Mariz, Cecilia L.; Mesquita, Wânia Amélia Belchior; Araújo, Michelle Piraciaba","TRANSFORMATIONS in BRAZILIAN CATHOLICISM","","","","","","","2021","2022-10-05 03:16:55","2022-10-05 03:16:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4L77JXDU","thesis","","Stein, Giel","Searching for Legal Domination: An Applied Multimedia-based Empirical Analysis of Juror Decision-making","","","","","https://www.proquest.com/docview/304631678/abstract/D76437B4053641F9PQ/1","Karl Marx, Antonio Gramsci, and the Critical Legal Studies (CLS) movement argue that people are socially conditioned to mindlessly support legal dictates thereby manifesting legal domination. If true, the rule of law ideal and the law's capacity to serve as an instrument of democratic reform are jeopardized. This dissertation extends legal domination scholarship by searching for legal domination evidence in the decision-making patterns of individual mock jurors. A series of randomly interchanged computer-simulated arguments juxtaposed the following messages: a meritoriously strong legal argument against a meritoriously weak legal argument; a meritoriously strong nonlegal argument against a meritoriously weak nonlegal argument; and a meritoriously strong nonlegal argument against a meritoriously weak legal argument. Aggregate results indicate that Incorrect Unquestioned Decision-Making (IUDM) frequencies are nearly twice as high (35.8%) among mock jurors who face competing legal and nonlegal arguments, as compared to IUDM frequencies among those facing two identically typed arguments (16.4%). Further analysis reveals that Caucasians (probability = 15.9%) are less amenable to IUDM expression than minorities (probability = 22.9%), while males (probability = 24.3%) are more amenable to IUDM expression than females (probability = 14.6%). While the data reveal a negative relationship between subjects' verdict confidence levels and their IUDM amenability, no directional trends prevailed between IUDM expression and subject income or socioeconomic status. The theoretical implications and limitations of this research are discussed.","","2022-10-05 03:17:15","2022-10-05 03:17:15","2022-10-05 03:17:15","","228","","","","","Searching for Legal Domination","","","","","Northwestern University","United States -- Illinois","English","Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.","Ph.D.","","","ProQuest","","ISBN: 9780599798748","","","","","Social sciences; Juror decision-making; Legal domination; Multimedia-based","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGEYPN8G","journalArticle","2016","Stevens, Ronald; Galloway, Trysha","Tracing Neurodynamic Information Flows during Teamwork","Nonlinear Dynamics, Psychology, and Life Sciences","","1090-0578","","","The goal of this study was to evaluate different neurodynamic representations for their ability to describe the interactions of team members with each other and with the changing task. Electroencephalography (EEG) data streams were collected from six crew members of a submarine piloting and navigation team while they performed a required training simulation. A representation of neurodynamic organization was first generated by creating symbols every second that showed the EEG power levels of each crew member. The second-by-second expression of these symbols continuously varied with the changing task, and the magnitude, duration and frequency of these variations could be quantitated using a moving window of Shannon entropy over the symbol stream. These changes in neurodynamic organization (i.e. entropy) were seen in the alpha, beta and gamma EEG frequency bands. A representation of team members' synchrony was created by measuring the mutual information in the EEG power levels for fourteen dyad combinations. Mutual information was present in the gamma EEG band, and elevated levels were distributed throughout the task. These discrete periods of synchrony were poorly correlated at zero lag with either changes in the team's neurodynamic organization, or speech patterns.","2016-04","2022-10-05 03:17:46","2022-10-05 03:17:46","","271-292","","2","20","","Nonlinear Dynamics Psychol Life Sci","","","","","","","","eng","","","","","PubMed","","PMID: 27033135","","","http://www.ncbi.nlm.nih.gov/pubmed/27033135","","Humans; Interpersonal Relations; Cooperative Behavior; Entropy; Individuality; Nonlinear Dynamics; Computer Simulation; Electroencephalography; Cerebral Cortex; Cortical Synchronization; Information Seeking Behavior; Information Services; Military Personnel; Work Performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG5D43VK","journalArticle","2011","Stewart, James B.","Amandla! The Sullivan Principles and the Battle to End Apartheid in South Africa, 1975-1987","The Journal of African American History","","1548-1867","10.5323/jafriamerhist.96.1.0062","https://www.jstor.org/stable/10.5323/jafriamerhist.96.1.0062","","2011","2022-10-05 03:17:59","2022-10-05 03:17:59","2022-10-05 03:17:59","62-89","","1","96","","","","","","","","","","","","","","","JSTOR","","Publisher: Association for the Study of African American Life and History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M62G3YBT","thesis","2020","Stockinger, Sarah A. E.","Governance and Management of German Universities","","","","","https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/67944","What are the path dependencies of universities that shape our modern understanding? How can the performance of universities be influenced beneficially from an external governance and internal management perspective? In particular, how are policy and university structures affecting university performance? The underlying concepts of those questions are the interplay of management and governance, which are key elements of a Corporate Governance. In particular, governance can be seen as the construction of a proper institutional framework, which is dependent on external measures like policy initiatives as well as the design of institutions and their power (may this be boards, management, etc.) in terms of incentives and control. Management is, on the one side the “technical” design of a position comprising a complex of tasks and on the other side dependent on the staffing of this position with a proper person that is able and motivated to fulfill those tasks. A Corporate Governance frame is the interaction of both that are ideally coordinated prudently to ensure the desired conduct of the distinct purposes of universities: research and teaching by a set of selection, control and incentive mechanisms. This dissertation wants to answer the outlined questions by first tracing the roots and path dependencies of German universities in chapter two. The third chapter helps to understand determinants and theoretical underpinnings of governance and management, in general and in particular, in the German higher education system, comprising policy interventions, institutional mechanisms and individual leadership elements. In the fourth chapter, a sketching systematization of the German higher education system and the dataset is presented to show the current state and result of the dynamics that were outlined historically and theoretically in chapters two and three. This is followed by three empirical research projects:  First, the German Excellence Initiative – being a political governance instrument – gets evaluated. The analysis is tackling two questions: First, what was the impact of the Excellence Initiative on Excellence Universities as well as on the whole university system? Second, does a differentiation exist in terms of research quantity and research quality? The findings show that the Initiative was a role model in terms of research quantity – raising the quantitative output for the whole system and in particular for the winners – while it created a loosing winners effect in terms of research quality – raising the qualitative output for the system but decreasing it for the winners. Second, German university boards – being a control and power diffusion mechanism – are questioned in terms of whether and how they differ according to specific frameworks and competences. The testing of the difference hypotheses shows that the participation in deciding who is in the board as well as a president coming from outside or inside the university are related to the representation of societal, scientific or business members. Third, German university presidents – as personalities entering a management task – are researched. In particular, the research questions of (i) which personality traits influence to be perceived as leader (leadership emergence) and (ii) how leadership behavior contributes to be perceived as good leader (leadership effectiveness) are assessed. The results indicate that based on the Big 5 personality traits the only robust trait, which influences to be considered as a leader, is emotional stability. While considerable leadership behavior does not seem to influence leadership effectiveness, very low and very strong structure-giving behaviors are influencing it positively.","2020","2022-10-05 03:18:37","2022-10-05 03:18:44","2022-10-05 03:18:37","","","","","","","","","","","","","","en","https://www.uni-augsburg.de/de/organisation/bibliothek/publizieren-zitieren-archivieren/publiz/","","","","opus.bibliothek.uni-augsburg.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMTJ6RSK","journalArticle","1988","Stoeltje, Beverly J.","Introduction: Feminist Revisions","Journal of Folklore Research","","0737-7037","","https://www.jstor.org/stable/3814491","","1988","2022-10-05 03:18:53","2022-10-05 03:18:53","2022-10-05 03:18:53","141-153","","3","25","","","Introduction","","","","","","","","","","","","JSTOR","","Publisher: Indiana University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
